subset,slide_id,patch_id,biological_class,medical_center
tumor-UMCU,tumor_110,9822,tumor,UMCU
normal-RUMC,normal_054,19694,normal,RUMC
tumor-UMCU,test_105,34862,tumor,UMCU
normal-RUMC,test_039,55923,normal,RUMC
tumor-RUMC,tumor_044,57373,tumor,RUMC
tumor-RUMC,tumor_046,46247,tumor,RUMC
tumor-UMCU,tumor_089,7867,tumor,UMCU
normal-RUMC,test_007,23062,normal,RUMC
tumor-UMCU,test_016,5186,tumor,UMCU
normal-UMCU,normal_116,3413,normal,UMCU
normal-UMCU,test_044,6958,normal,UMCU
normal-UMCU,test_034,23937,normal,UMCU
normal-UMCU,normal_125,43822,normal,UMCU
tumor-UMCU,test_073,32908,tumor,UMCU
normal-RUMC,test_035,39524,normal,RUMC
normal-UMCU,normal_147,45498,normal,UMCU
tumor-RUMC,tumor_044,37026,tumor,RUMC
normal-UMCU,normal_150,12079,normal,UMCU
tumor-UMCU,tumor_090,13948,tumor,UMCU
normal-RUMC,normal_027,45572,normal,RUMC
tumor-RUMC,tumor_016,33146,tumor,RUMC
normal-RUMC,test_081,51677,normal,RUMC
tumor-RUMC,tumor_068,36722,tumor,RUMC
tumor-RUMC,test_068,35308,tumor,RUMC
tumor-UMCU,test_016,9942,tumor,UMCU
normal-RUMC,test_107,57712,normal,RUMC
normal-UMCU,normal_112,36006,normal,UMCU
tumor-RUMC,tumor_047,27130,tumor,RUMC
tumor-RUMC,tumor_064,69237,tumor,RUMC
tumor-RUMC,tumor_055,58227,tumor,RUMC
normal-RUMC,test_107,47288,normal,RUMC
normal-RUMC,test_107,49938,normal,RUMC
normal-UMCU,test_095,8304,normal,UMCU
normal-UMCU,normal_101,20917,normal,UMCU
normal-RUMC,normal_061,33878,normal,RUMC
tumor-RUMC,tumor_046,35874,tumor,RUMC
normal-UMCU,test_044,16870,normal,UMCU
tumor-RUMC,tumor_026,18406,tumor,RUMC
normal-UMCU,normal_112,11726,normal,UMCU
normal-UMCU,normal_112,22954,normal,UMCU
normal-RUMC,normal_045,39513,normal,RUMC
tumor-RUMC,test_068,35747,tumor,RUMC
normal-UMCU,normal_130,5538,normal,UMCU
tumor-RUMC,tumor_044,46146,tumor,RUMC
normal-RUMC,test_107,46475,normal,RUMC
tumor-RUMC,test_068,31430,tumor,RUMC
tumor-RUMC,tumor_026,23149,tumor,RUMC
normal-RUMC,test_056,17933,normal,RUMC
normal-UMCU,normal_138,46959,normal,UMCU
tumor-RUMC,tumor_068,33751,tumor,RUMC
normal-RUMC,test_056,27990,normal,RUMC
normal-RUMC,normal_027,66766,normal,RUMC
tumor-UMCU,test_073,18959,tumor,UMCU
tumor-UMCU,tumor_088,13588,tumor,UMCU
tumor-RUMC,tumor_055,53927,tumor,RUMC
tumor-RUMC,tumor_058,37019,tumor,RUMC
normal-UMCU,normal_125,12697,normal,UMCU
tumor-RUMC,tumor_016,36151,tumor,RUMC
tumor-UMCU,test_026,7957,tumor,UMCU
tumor-RUMC,test_068,37053,tumor,RUMC
tumor-RUMC,tumor_068,35017,tumor,RUMC
tumor-UMCU,tumor_078,19696,tumor,UMCU
tumor-UMCU,tumor_102,54828,tumor,UMCU
normal-UMCU,normal_103,15851,normal,UMCU
normal-RUMC,test_056,38328,normal,RUMC
tumor-RUMC,test_068,37905,tumor,RUMC
normal-RUMC,normal_094,77391,normal,RUMC
tumor-UMCU,tumor_088,16510,tumor,UMCU
tumor-RUMC,test_021,60749,tumor,RUMC
normal-UMCU,test_034,10285,normal,UMCU
tumor-UMCU,test_105,14308,tumor,UMCU
normal-UMCU,normal_121,52209,normal,UMCU
normal-RUMC,normal_094,46903,normal,RUMC
tumor-UMCU,tumor_090,18933,tumor,UMCU
normal-RUMC,test_035,42682,normal,RUMC
normal-UMCU,normal_138,45067,normal,UMCU
normal-RUMC,test_056,21833,normal,RUMC
normal-UMCU,test_044,5023,normal,UMCU
tumor-RUMC,test_068,29696,tumor,RUMC
tumor-RUMC,tumor_044,28384,tumor,RUMC
tumor-UMCU,tumor_102,15056,tumor,UMCU
tumor-RUMC,tumor_058,24531,tumor,RUMC
tumor-RUMC,tumor_054,49445,tumor,RUMC
tumor-UMCU,test_016,11419,tumor,UMCU
tumor-RUMC,tumor_016,36150,tumor,RUMC
tumor-RUMC,tumor_039,49028,tumor,RUMC
normal-RUMC,normal_061,26150,normal,RUMC
tumor-RUMC,tumor_047,60201,tumor,RUMC
normal-RUMC,normal_054,19697,normal,RUMC
tumor-RUMC,tumor_009,21926,tumor,RUMC
normal-UMCU,normal_130,5333,normal,UMCU
normal-UMCU,normal_141,2684,normal,UMCU
tumor-RUMC,tumor_039,57263,tumor,RUMC
tumor-RUMC,tumor_044,43540,tumor,RUMC
normal-UMCU,test_044,5624,normal,UMCU
tumor-RUMC,test_021,46100,tumor,RUMC
tumor-RUMC,tumor_016,35305,tumor,RUMC
tumor-RUMC,test_040,38728,tumor,RUMC
normal-RUMC,normal_061,44395,normal,RUMC
tumor-UMCU,tumor_110,15454,tumor,UMCU
normal-RUMC,normal_045,50865,normal,RUMC
normal-UMCU,normal_133,48895,normal,UMCU
tumor-RUMC,tumor_047,60141,tumor,RUMC
normal-RUMC,test_039,59361,normal,RUMC
tumor-UMCU,test_026,10000,tumor,UMCU
tumor-RUMC,tumor_068,37669,tumor,RUMC
tumor-RUMC,tumor_044,36588,tumor,RUMC
normal-RUMC,test_039,37458,normal,RUMC
tumor-RUMC,test_040,44307,tumor,RUMC
normal-UMCU,test_044,7521,normal,UMCU
normal-RUMC,normal_097,51521,normal,RUMC
tumor-UMCU,tumor_102,15866,tumor,UMCU
tumor-UMCU,test_073,34085,tumor,UMCU
tumor-RUMC,test_021,45297,tumor,RUMC
tumor-RUMC,tumor_011,63291,tumor,RUMC
tumor-UMCU,tumor_110,8584,tumor,UMCU
normal-RUMC,normal_094,50141,normal,RUMC
tumor-UMCU,test_114,26045,tumor,UMCU
tumor-RUMC,tumor_011,48593,tumor,RUMC
tumor-UMCU,tumor_110,4659,tumor,UMCU
normal-UMCU,test_034,26447,normal,UMCU
normal-RUMC,test_107,49926,normal,RUMC
tumor-UMCU,tumor_090,17629,tumor,UMCU
tumor-RUMC,test_040,46462,tumor,RUMC
normal-UMCU,test_109,10400,normal,UMCU
tumor-RUMC,tumor_044,50905,tumor,RUMC
normal-UMCU,test_095,17772,normal,UMCU
tumor-RUMC,tumor_011,68050,tumor,RUMC
tumor-UMCU,tumor_072,29844,tumor,UMCU
tumor-UMCU,test_073,49185,tumor,UMCU
tumor-RUMC,tumor_044,31408,tumor,RUMC
tumor-RUMC,tumor_044,43099,tumor,RUMC
tumor-UMCU,tumor_095,22013,tumor,UMCU
tumor-UMCU,tumor_089,8097,tumor,UMCU
tumor-RUMC,tumor_009,54111,tumor,RUMC
tumor-UMCU,tumor_089,16241,tumor,UMCU
tumor-UMCU,tumor_085,23184,tumor,UMCU
normal-UMCU,normal_141,4854,normal,UMCU
normal-RUMC,normal_059,60188,normal,RUMC
normal-RUMC,test_107,53833,normal,RUMC
normal-RUMC,test_039,64117,normal,RUMC
tumor-UMCU,tumor_078,18404,tumor,UMCU
normal-UMCU,normal_150,9133,normal,UMCU
normal-RUMC,normal_061,53714,normal,RUMC
normal-UMCU,normal_141,5858,normal,UMCU
normal-UMCU,normal_133,6411,normal,UMCU
tumor-RUMC,tumor_064,20490,tumor,RUMC
normal-UMCU,normal_130,12688,normal,UMCU
normal-UMCU,normal_138,18161,normal,UMCU
tumor-UMCU,tumor_089,36457,tumor,UMCU
normal-RUMC,normal_064,59942,normal,RUMC
normal-RUMC,test_056,46976,normal,RUMC
tumor-RUMC,test_040,37864,tumor,RUMC
tumor-RUMC,test_090,7426,tumor,RUMC
normal-UMCU,test_044,4592,normal,UMCU
tumor-UMCU,test_113,17160,tumor,UMCU
tumor-RUMC,tumor_044,41805,tumor,RUMC
tumor-UMCU,tumor_085,11443,tumor,UMCU
tumor-UMCU,tumor_101,7452,tumor,UMCU
tumor-RUMC,tumor_054,30364,tumor,RUMC
tumor-UMCU,tumor_085,10573,tumor,UMCU
tumor-RUMC,tumor_047,61792,tumor,RUMC
tumor-UMCU,test_026,10206,tumor,UMCU
normal-UMCU,test_109,23337,normal,UMCU
tumor-RUMC,tumor_009,20233,tumor,RUMC
tumor-RUMC,tumor_011,67184,tumor,RUMC
normal-UMCU,normal_133,40268,normal,UMCU
tumor-RUMC,tumor_064,21349,tumor,RUMC
tumor-UMCU,tumor_090,16752,tumor,UMCU
tumor-UMCU,test_016,8867,tumor,UMCU
tumor-RUMC,test_090,25821,tumor,RUMC
normal-UMCU,normal_103,10351,normal,UMCU
tumor-UMCU,test_105,15233,tumor,UMCU
normal-RUMC,normal_061,59320,normal,RUMC
normal-UMCU,normal_141,18985,normal,UMCU
normal-UMCU,normal_130,8456,normal,UMCU
normal-UMCU,test_109,24793,normal,UMCU
normal-UMCU,normal_138,14391,normal,UMCU
normal-UMCU,normal_130,5533,normal,UMCU
normal-RUMC,test_056,49153,normal,RUMC
normal-RUMC,test_056,32715,normal,RUMC
tumor-UMCU,tumor_085,12496,tumor,UMCU
tumor-RUMC,tumor_016,36154,tumor,RUMC
tumor-UMCU,tumor_090,14161,tumor,UMCU
normal-UMCU,test_095,6202,normal,UMCU
tumor-RUMC,test_068,38773,tumor,RUMC
tumor-UMCU,tumor_078,13997,tumor,UMCU
tumor-UMCU,tumor_078,12913,tumor,UMCU
tumor-RUMC,tumor_055,53070,tumor,RUMC
tumor-RUMC,tumor_068,35453,tumor,RUMC
normal-RUMC,test_059,47745,normal,RUMC
normal-UMCU,test_034,22880,normal,UMCU
normal-RUMC,normal_097,36040,normal,RUMC
tumor-UMCU,test_026,9593,tumor,UMCU
tumor-UMCU,tumor_090,14391,tumor,UMCU
normal-UMCU,normal_137,55336,normal,UMCU
tumor-RUMC,tumor_009,15554,tumor,RUMC
normal-UMCU,normal_137,51792,normal,UMCU
normal-RUMC,normal_061,63363,normal,RUMC
normal-RUMC,test_035,27442,normal,RUMC
normal-UMCU,normal_141,3661,normal,UMCU
normal-UMCU,normal_130,12811,normal,UMCU
tumor-UMCU,tumor_090,15887,tumor,UMCU
normal-UMCU,normal_125,15137,normal,UMCU
normal-RUMC,normal_027,53782,normal,RUMC
normal-RUMC,normal_064,18891,normal,RUMC
tumor-RUMC,tumor_039,49461,tumor,RUMC
tumor-RUMC,tumor_044,50810,tumor,RUMC
tumor-UMCU,tumor_102,60735,tumor,UMCU
normal-UMCU,normal_116,12301,normal,UMCU
normal-UMCU,normal_116,6803,normal,UMCU
normal-UMCU,test_034,7226,normal,UMCU
tumor-RUMC,tumor_016,34424,tumor,RUMC
normal-RUMC,normal_045,50001,normal,RUMC
normal-RUMC,normal_097,56415,normal,RUMC
tumor-UMCU,tumor_090,18713,tumor,UMCU
tumor-UMCU,tumor_072,30893,tumor,UMCU
tumor-RUMC,tumor_039,54239,tumor,RUMC
tumor-UMCU,tumor_088,14636,tumor,UMCU
tumor-RUMC,tumor_064,14965,tumor,RUMC
tumor-RUMC,test_090,27489,tumor,RUMC
normal-UMCU,normal_150,10879,normal,UMCU
tumor-UMCU,tumor_088,46833,tumor,UMCU
normal-UMCU,normal_116,2826,normal,UMCU
tumor-UMCU,tumor_088,45953,tumor,UMCU
tumor-RUMC,tumor_068,35119,tumor,RUMC
tumor-RUMC,tumor_009,57916,tumor,RUMC
tumor-UMCU,tumor_088,14810,tumor,UMCU
tumor-UMCU,test_105,33607,tumor,UMCU
tumor-UMCU,test_113,16891,tumor,UMCU
normal-RUMC,normal_035,47316,normal,RUMC
normal-RUMC,normal_064,58839,normal,RUMC
normal-RUMC,test_039,66700,normal,RUMC
tumor-RUMC,test_040,55998,tumor,RUMC
normal-RUMC,test_059,35008,normal,RUMC
tumor-RUMC,tumor_047,32000,tumor,RUMC
normal-UMCU,normal_125,27645,normal,UMCU
tumor-UMCU,tumor_110,12646,tumor,UMCU
tumor-UMCU,tumor_101,27052,tumor,UMCU
tumor-UMCU,tumor_101,26770,tumor,UMCU
tumor-RUMC,tumor_046,48017,tumor,RUMC
tumor-UMCU,tumor_090,20231,tumor,UMCU
normal-UMCU,normal_133,32453,normal,UMCU
normal-UMCU,normal_138,40479,normal,UMCU
tumor-RUMC,tumor_047,63445,tumor,RUMC
normal-UMCU,normal_147,31655,normal,UMCU
normal-UMCU,normal_133,31371,normal,UMCU
tumor-UMCU,test_114,12631,tumor,UMCU
tumor-RUMC,tumor_058,28421,tumor,RUMC
tumor-RUMC,tumor_009,56649,tumor,RUMC
normal-UMCU,normal_147,47302,normal,UMCU
tumor-UMCU,test_073,50032,tumor,UMCU
tumor-RUMC,tumor_039,44701,tumor,RUMC
normal-UMCU,normal_133,38098,normal,UMCU
tumor-RUMC,test_040,48193,tumor,RUMC
tumor-UMCU,tumor_109,32645,tumor,UMCU
tumor-UMCU,tumor_109,33165,tumor,UMCU
tumor-RUMC,tumor_054,58087,tumor,RUMC
tumor-UMCU,test_114,9116,tumor,UMCU
normal-UMCU,normal_116,4642,normal,UMCU
normal-UMCU,normal_130,8013,normal,UMCU
tumor-RUMC,tumor_011,48605,tumor,RUMC
tumor-UMCU,tumor_095,28459,tumor,UMCU
normal-UMCU,normal_125,15073,normal,UMCU
normal-UMCU,normal_137,46784,normal,UMCU
normal-RUMC,normal_094,55968,normal,RUMC
tumor-UMCU,test_114,28486,tumor,UMCU
tumor-UMCU,tumor_101,11107,tumor,UMCU
normal-RUMC,test_059,27432,normal,RUMC
normal-UMCU,normal_130,5846,normal,UMCU
tumor-UMCU,tumor_090,16773,tumor,UMCU
normal-UMCU,test_109,8797,normal,UMCU
tumor-UMCU,test_026,7370,tumor,UMCU
normal-UMCU,normal_101,15878,normal,UMCU
tumor-UMCU,tumor_085,23196,tumor,UMCU
normal-UMCU,test_044,4314,normal,UMCU
normal-RUMC,test_107,60727,normal,RUMC
tumor-RUMC,test_040,23145,tumor,RUMC
normal-RUMC,test_081,63403,normal,RUMC
tumor-RUMC,tumor_046,45825,tumor,RUMC
normal-RUMC,normal_064,43386,normal,RUMC
tumor-UMCU,tumor_110,7458,tumor,UMCU
normal-RUMC,normal_017,45067,normal,RUMC
normal-UMCU,normal_150,4355,normal,UMCU
normal-RUMC,test_081,57146,normal,RUMC
normal-RUMC,test_035,26559,normal,RUMC
tumor-RUMC,tumor_011,47742,tumor,RUMC
tumor-RUMC,tumor_026,55349,tumor,RUMC
tumor-RUMC,test_068,33590,tumor,RUMC
tumor-UMCU,tumor_095,20533,tumor,UMCU
tumor-RUMC,test_068,36605,tumor,RUMC
tumor-UMCU,tumor_109,32471,tumor,UMCU
normal-UMCU,test_034,19395,normal,UMCU
normal-UMCU,normal_150,7782,normal,UMCU
tumor-RUMC,test_068,38340,tumor,RUMC
normal-RUMC,normal_027,46879,normal,RUMC
tumor-RUMC,tumor_064,71825,tumor,RUMC
normal-UMCU,test_034,18493,normal,UMCU
normal-RUMC,test_039,59799,normal,RUMC
normal-RUMC,normal_027,27517,normal,RUMC
normal-UMCU,normal_138,25281,normal,UMCU
normal-RUMC,test_007,70186,normal,RUMC
normal-UMCU,normal_121,28113,normal,UMCU
tumor-RUMC,test_090,41638,tumor,RUMC
tumor-RUMC,tumor_068,33003,tumor,RUMC
normal-RUMC,normal_061,21798,normal,RUMC
tumor-UMCU,tumor_088,12888,tumor,UMCU
normal-RUMC,normal_097,60587,normal,RUMC
tumor-RUMC,test_021,36632,tumor,RUMC
tumor-UMCU,tumor_095,25573,tumor,UMCU
normal-UMCU,normal_130,11420,normal,UMCU
normal-UMCU,normal_137,12669,normal,UMCU
normal-RUMC,test_007,56901,normal,RUMC
tumor-UMCU,tumor_101,7174,tumor,UMCU
tumor-UMCU,test_073,34257,tumor,UMCU
normal-RUMC,normal_035,15790,normal,RUMC
normal-RUMC,test_007,50816,normal,RUMC
tumor-UMCU,test_016,10118,tumor,UMCU
normal-RUMC,test_035,52916,normal,RUMC
normal-UMCU,test_044,9745,normal,UMCU
tumor-UMCU,tumor_109,34216,tumor,UMCU
normal-UMCU,test_034,24859,normal,UMCU
tumor-RUMC,tumor_046,50585,tumor,RUMC
normal-UMCU,normal_133,10239,normal,UMCU
normal-UMCU,test_034,17199,normal,UMCU
normal-RUMC,test_039,65834,normal,RUMC
normal-RUMC,normal_017,33002,normal,RUMC
tumor-UMCU,tumor_110,16298,tumor,UMCU
normal-RUMC,test_056,37897,normal,RUMC
normal-RUMC,normal_045,67235,normal,RUMC
tumor-UMCU,tumor_089,10183,tumor,UMCU
normal-UMCU,normal_141,2043,normal,UMCU
tumor-UMCU,test_105,23054,tumor,UMCU
tumor-UMCU,tumor_089,11653,tumor,UMCU
tumor-UMCU,test_016,6288,tumor,UMCU
tumor-RUMC,tumor_039,52922,tumor,RUMC
normal-UMCU,test_044,6062,normal,UMCU
tumor-RUMC,test_040,46900,tumor,RUMC
normal-UMCU,normal_121,27481,normal,UMCU
normal-RUMC,normal_059,59488,normal,RUMC
normal-RUMC,normal_045,55433,normal,RUMC
normal-UMCU,normal_103,6524,normal,UMCU
normal-RUMC,normal_017,29555,normal,RUMC
normal-RUMC,test_039,56789,normal,RUMC
normal-RUMC,normal_045,66209,normal,RUMC
normal-UMCU,normal_150,11372,normal,UMCU
normal-RUMC,test_039,60694,normal,RUMC
normal-UMCU,normal_137,59682,normal,UMCU
tumor-RUMC,tumor_009,26200,tumor,RUMC
normal-UMCU,normal_150,3984,normal,UMCU
normal-UMCU,test_034,15597,normal,UMCU
tumor-RUMC,tumor_011,67189,tumor,RUMC
normal-UMCU,normal_121,24149,normal,UMCU
tumor-UMCU,test_016,7002,tumor,UMCU
tumor-UMCU,test_073,4183,tumor,UMCU
tumor-UMCU,test_073,38778,tumor,UMCU
tumor-RUMC,tumor_026,51915,tumor,RUMC
normal-RUMC,normal_097,69760,normal,RUMC
tumor-UMCU,tumor_072,29845,tumor,UMCU
tumor-UMCU,test_016,8278,tumor,UMCU
tumor-RUMC,tumor_009,24054,tumor,RUMC
tumor-RUMC,tumor_058,43488,tumor,RUMC
normal-UMCU,test_034,24990,normal,UMCU
tumor-RUMC,test_068,31865,tumor,RUMC
tumor-UMCU,tumor_085,10563,tumor,UMCU
normal-UMCU,test_095,19103,normal,UMCU
tumor-RUMC,tumor_068,35980,tumor,RUMC
normal-RUMC,normal_097,55524,normal,RUMC
tumor-UMCU,test_105,18462,tumor,UMCU
tumor-UMCU,tumor_101,12086,tumor,UMCU
tumor-UMCU,test_026,11230,tumor,UMCU
normal-UMCU,normal_116,13883,normal,UMCU
tumor-RUMC,tumor_047,61446,tumor,RUMC
normal-UMCU,normal_125,16945,normal,UMCU
normal-UMCU,normal_138,41269,normal,UMCU
normal-UMCU,normal_116,5799,normal,UMCU
tumor-RUMC,tumor_068,37673,tumor,RUMC
normal-RUMC,normal_059,27528,normal,RUMC
tumor-RUMC,tumor_011,65025,tumor,RUMC
normal-UMCU,normal_130,8989,normal,UMCU
normal-RUMC,normal_027,63314,normal,RUMC
tumor-RUMC,test_021,31838,tumor,RUMC
tumor-RUMC,tumor_055,52611,tumor,RUMC
normal-UMCU,test_044,4476,normal,UMCU
tumor-UMCU,tumor_078,18410,tumor,UMCU
normal-RUMC,test_039,55484,normal,RUMC
normal-RUMC,test_007,69735,normal,RUMC
normal-UMCU,test_095,2296,normal,UMCU
tumor-RUMC,test_068,35321,tumor,RUMC
tumor-UMCU,tumor_101,8149,tumor,UMCU
tumor-UMCU,tumor_110,10469,tumor,UMCU
normal-UMCU,test_044,11190,normal,UMCU
tumor-UMCU,tumor_101,7734,tumor,UMCU
tumor-RUMC,tumor_064,15852,tumor,RUMC
tumor-UMCU,test_016,15978,tumor,UMCU
normal-UMCU,normal_112,23181,normal,UMCU
normal-RUMC,test_035,41272,normal,RUMC
normal-UMCU,normal_147,46450,normal,UMCU
tumor-RUMC,tumor_046,38928,tumor,RUMC
tumor-UMCU,tumor_101,31538,tumor,UMCU
normal-UMCU,test_109,27048,normal,UMCU
tumor-RUMC,tumor_011,48597,tumor,RUMC
normal-UMCU,normal_133,19378,normal,UMCU
tumor-UMCU,tumor_101,26070,tumor,UMCU
tumor-RUMC,test_040,56434,tumor,RUMC
normal-RUMC,test_107,59866,normal,RUMC
normal-UMCU,normal_130,9920,normal,UMCU
tumor-UMCU,test_114,31524,tumor,UMCU
normal-UMCU,normal_150,3281,normal,UMCU
tumor-RUMC,tumor_047,62270,tumor,RUMC
normal-RUMC,normal_027,62444,normal,RUMC
normal-UMCU,normal_147,42086,normal,UMCU
tumor-UMCU,test_016,3540,tumor,UMCU
normal-UMCU,normal_101,22008,normal,UMCU
normal-RUMC,normal_094,64030,normal,RUMC
tumor-RUMC,test_021,31468,tumor,RUMC
normal-RUMC,test_039,65836,normal,RUMC
normal-UMCU,normal_130,12882,normal,UMCU
normal-UMCU,normal_147,17569,normal,UMCU
tumor-RUMC,tumor_011,50331,tumor,RUMC
tumor-UMCU,test_073,46339,tumor,UMCU
tumor-UMCU,tumor_109,31754,tumor,UMCU
tumor-UMCU,tumor_090,15669,tumor,UMCU
normal-UMCU,test_044,7527,normal,UMCU
normal-RUMC,normal_035,22666,normal,RUMC
tumor-RUMC,tumor_058,27553,tumor,RUMC
normal-RUMC,normal_059,59046,normal,RUMC
tumor-UMCU,test_114,29213,tumor,UMCU
tumor-UMCU,tumor_101,27049,tumor,UMCU
normal-UMCU,test_044,12507,normal,UMCU
tumor-UMCU,tumor_090,16775,tumor,UMCU
tumor-UMCU,test_016,10855,tumor,UMCU
tumor-RUMC,tumor_047,58489,tumor,RUMC
normal-RUMC,normal_027,59424,normal,RUMC
tumor-RUMC,tumor_046,45831,tumor,RUMC
normal-UMCU,normal_150,11251,normal,UMCU
tumor-RUMC,tumor_044,65161,tumor,RUMC
normal-RUMC,normal_017,39052,normal,RUMC
normal-RUMC,test_056,57356,normal,RUMC
tumor-RUMC,tumor_026,13254,tumor,RUMC
normal-RUMC,normal_064,45087,normal,RUMC
normal-UMCU,normal_133,6796,normal,UMCU
tumor-UMCU,test_113,19016,tumor,UMCU
normal-UMCU,normal_101,14200,normal,UMCU
tumor-RUMC,tumor_009,61321,tumor,RUMC
tumor-RUMC,tumor_055,50468,tumor,RUMC
tumor-UMCU,tumor_109,33511,tumor,UMCU
tumor-UMCU,test_105,32658,tumor,UMCU
tumor-RUMC,tumor_016,36580,tumor,RUMC
tumor-RUMC,test_090,24852,tumor,RUMC
tumor-RUMC,tumor_046,47999,tumor,RUMC
normal-RUMC,normal_045,65935,normal,RUMC
tumor-UMCU,tumor_090,17848,tumor,UMCU
normal-UMCU,test_044,12220,normal,UMCU
normal-RUMC,test_059,49062,normal,RUMC
tumor-UMCU,test_114,7225,tumor,UMCU
tumor-RUMC,test_040,37855,tumor,RUMC
normal-RUMC,test_107,46845,normal,RUMC
tumor-UMCU,test_073,16259,tumor,UMCU
normal-UMCU,normal_150,9362,normal,UMCU
tumor-RUMC,tumor_039,41674,tumor,RUMC
normal-RUMC,normal_094,51871,normal,RUMC
tumor-UMCU,tumor_109,32634,tumor,UMCU
tumor-UMCU,tumor_090,20660,tumor,UMCU
tumor-RUMC,tumor_054,12321,tumor,RUMC
normal-RUMC,normal_027,32279,normal,RUMC
tumor-UMCU,tumor_109,32644,tumor,UMCU
normal-UMCU,normal_112,25492,normal,UMCU
tumor-UMCU,test_016,9959,tumor,UMCU
normal-UMCU,test_109,10372,normal,UMCU
tumor-UMCU,test_073,16760,tumor,UMCU
normal-RUMC,normal_097,61506,normal,RUMC
tumor-UMCU,tumor_089,15422,tumor,UMCU
tumor-UMCU,test_073,18118,tumor,UMCU
normal-UMCU,normal_147,16510,normal,UMCU
tumor-RUMC,tumor_046,50995,tumor,RUMC
normal-UMCU,test_095,4083,normal,UMCU
tumor-RUMC,tumor_064,16715,tumor,RUMC
tumor-UMCU,tumor_090,13946,tumor,UMCU
tumor-RUMC,tumor_039,43836,tumor,RUMC
tumor-UMCU,test_114,29432,tumor,UMCU
normal-UMCU,normal_138,25274,normal,UMCU
normal-UMCU,normal_137,18689,normal,UMCU
normal-RUMC,normal_017,17926,normal,RUMC
normal-RUMC,normal_045,43782,normal,RUMC
normal-UMCU,normal_103,6198,normal,UMCU
tumor-RUMC,test_068,34449,tumor,RUMC
normal-RUMC,normal_027,27098,normal,RUMC
tumor-UMCU,test_016,2996,tumor,UMCU
normal-UMCU,normal_133,30446,normal,UMCU
tumor-UMCU,tumor_109,34048,tumor,UMCU
tumor-RUMC,tumor_026,67064,tumor,RUMC
tumor-RUMC,tumor_058,38735,tumor,RUMC
tumor-RUMC,tumor_026,21431,tumor,RUMC
normal-RUMC,normal_059,59885,normal,RUMC
normal-UMCU,normal_147,30298,normal,UMCU
normal-UMCU,test_044,18805,normal,UMCU
tumor-UMCU,test_016,5924,tumor,UMCU
tumor-UMCU,tumor_102,56856,tumor,UMCU
tumor-UMCU,tumor_095,17590,tumor,UMCU
tumor-RUMC,test_021,49103,tumor,RUMC
normal-RUMC,normal_054,41247,normal,RUMC
normal-UMCU,normal_112,22321,normal,UMCU
normal-UMCU,normal_137,37557,normal,UMCU
normal-RUMC,normal_035,55870,normal,RUMC
tumor-RUMC,tumor_039,40389,tumor,RUMC
tumor-RUMC,test_040,46465,tumor,RUMC
normal-UMCU,normal_116,11735,normal,UMCU
tumor-RUMC,tumor_068,53366,tumor,RUMC
tumor-UMCU,tumor_110,11947,tumor,UMCU
tumor-UMCU,tumor_109,32819,tumor,UMCU
normal-UMCU,normal_137,17302,normal,UMCU
normal-UMCU,test_109,30214,normal,UMCU
normal-RUMC,test_081,60229,normal,RUMC
normal-UMCU,test_034,17743,normal,UMCU
normal-UMCU,normal_141,16992,normal,UMCU
normal-RUMC,normal_017,34726,normal,RUMC
normal-RUMC,test_039,60674,normal,RUMC
tumor-UMCU,tumor_101,11940,tumor,UMCU
normal-UMCU,test_044,7533,normal,UMCU
tumor-RUMC,tumor_068,34704,tumor,RUMC
normal-RUMC,test_081,22886,normal,RUMC
normal-UMCU,normal_150,10536,normal,UMCU
tumor-RUMC,tumor_044,54706,tumor,RUMC
tumor-RUMC,tumor_009,63425,tumor,RUMC
tumor-RUMC,tumor_055,55654,tumor,RUMC
tumor-RUMC,test_021,29705,tumor,RUMC
tumor-UMCU,tumor_089,9372,tumor,UMCU
tumor-RUMC,tumor_047,35688,tumor,RUMC
tumor-RUMC,tumor_009,64280,tumor,RUMC
normal-UMCU,test_109,23559,normal,UMCU
tumor-UMCU,tumor_078,13611,tumor,UMCU
tumor-UMCU,test_073,8874,tumor,UMCU
tumor-RUMC,tumor_058,20209,tumor,RUMC
tumor-UMCU,test_114,28111,tumor,UMCU
normal-RUMC,test_059,59637,normal,RUMC
tumor-UMCU,tumor_072,31070,tumor,UMCU
normal-RUMC,test_107,50788,normal,RUMC
normal-RUMC,normal_035,37402,normal,RUMC
tumor-RUMC,tumor_058,22364,tumor,RUMC
tumor-RUMC,test_040,20976,tumor,RUMC
normal-UMCU,normal_130,21310,normal,UMCU
tumor-RUMC,tumor_011,62873,tumor,RUMC
normal-RUMC,test_007,30953,normal,RUMC
tumor-RUMC,tumor_058,34842,tumor,RUMC
tumor-RUMC,tumor_016,29264,tumor,RUMC
tumor-RUMC,test_068,40081,tumor,RUMC
normal-RUMC,test_056,73321,normal,RUMC
normal-UMCU,normal_112,13595,normal,UMCU
tumor-UMCU,test_114,27180,tumor,UMCU
tumor-RUMC,tumor_011,67618,tumor,RUMC
normal-UMCU,test_034,11588,normal,UMCU
normal-RUMC,test_107,43026,normal,RUMC
tumor-RUMC,tumor_016,27972,tumor,RUMC
normal-RUMC,normal_064,45912,normal,RUMC
tumor-UMCU,tumor_072,4818,tumor,UMCU
normal-RUMC,normal_054,18830,normal,RUMC
